relative_path,document_number,file_name,category,line,customer,file_type,file_size_bytes,last_modified_utc,parse_status,revision_hint_in_name,contains_sample_data
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.5 ABM Defect Tracking.xlsx,8.2.1.3.3.5,8.2.1.3.3.5 ABM Defect Tracking.xlsx,DEFECT TRACKING,General/Customer-Specific,ABM,xlsx,14115,2025-07-23T21:26:42Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.31 Ursa/8.2.1.3.31.1 Ursa Inspection Report.xlsx,8.2.1.3.31.1,8.2.1.3.31.1 Ursa Inspection Report.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Ursa,xlsx,25942,2025-01-21T10:58:11Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.31 Ursa/8.2.1.3.31.2 URSA BOAT PM.xls,8.2.1.3.31.2,8.2.1.3.31.2 URSA BOAT PM.xls,LAB / CHEMISTRY,General/Customer-Specific,Ursa,xls,64512,2025-07-28T15:02:10Z,LEGACY_XLS_NOT_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.32 Tiercon/8.2.1.3.32.1 TIERCON GP12.xlsx,8.2.1.3.32.1,8.2.1.3.32.1 TIERCON GP12.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,Tiercon,xlsx,37778,2024-10-29T17:36:54Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.32 Tiercon/8.2.1.3.32.2 Tiercon Wings labels.docx,8.2.1.3.32.2,8.2.1.3.32.2 Tiercon Wings labels.docx,LAB / CHEMISTRY,General/Customer-Specific,Tiercon,docx,17480,2025-07-28T15:06:00Z,TEXT_EXTRACTED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,8.2.1.3.34.1,8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,LAB / CHEMISTRY,General/Customer-Specific,GLDC,xlsx,24901,2025-07-18T13:16:51Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/ARCHIVE/Daily Inventory Report.08.20.2025.xlsx,08.20.2025,Daily Inventory Report.08.20.2025.xlsx,LAB / CHEMISTRY,General/Customer-Specific,GLDC,xlsx,9852,2025-08-20T17:05:58Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/ARCHIVE/Daily Inventory Report.xlsx,,Daily Inventory Report.xlsx,LAB / CHEMISTRY,General/Customer-Specific,GLDC,xlsx,9827,2025-08-19T11:50:15Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Daily Inventory Report 8.21.2025 - PRODUCTION.xlsx,8.21.2025,Daily Inventory Report 8.21.2025 - PRODUCTION.xlsx,LAB / CHEMISTRY,General/Customer-Specific,GLDC,xlsx,20635,2025-09-09T13:48:39Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/DAILY UPDATE 8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,8.2.1.3.34.1,DAILY UPDATE 8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,LAB / CHEMISTRY,General/Customer-Specific,GLDC,xlsx,188771,2025-10-09T19:19:14Z,SHEETS_PARSED,Yes,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/Mar 11 2024 scrap.pdf,,Mar 11 2024 scrap.pdf,LAB / CHEMISTRY,General/Customer-Specific,GLDC,pdf,442556,2024-03-11T11:23:45Z,PDF_PARSER_UNAVAILABLE,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/Mar 7 2024.pdf,,Mar 7 2024.pdf,LAB / CHEMISTRY,General/Customer-Specific,GLDC,pdf,423802,2024-03-10T16:32:35Z,PDF_PARSER_UNAVAILABLE,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_000.jpg,,March 15 2024_000.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,418951,2024-03-15T18:35:46Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_001.jpg,,March 15 2024_001.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,416435,2024-03-15T18:35:47Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_002.jpg,,March 15 2024_002.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,415532,2024-03-15T18:35:47Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_003.jpg,,March 15 2024_003.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,417558,2024-03-15T18:35:47Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_004.jpg,,March 15 2024_004.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,423393,2024-03-15T18:35:47Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_005.jpg,,March 15 2024_005.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,433589,2024-03-15T18:35:48Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_006.jpg,,March 15 2024_006.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,421316,2024-03-15T18:35:48Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_007.jpg,,March 15 2024_007.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,418006,2024-03-15T18:35:49Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_008.jpg,,March 15 2024_008.jpg,LAB / CHEMISTRY,General/Customer-Specific,GLDC,jpg,418204,2024-03-15T18:35:49Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.1 Jac Products Inspection form.xlsx,8.2.1.3.35.1,8.2.1.3.35.1 Jac Products Inspection form.xlsx,LAB / CHEMISTRY,General/Customer-Specific,JAC,xlsx,186789,2025-11-12T15:18:55Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.2 Jac GP12.xlsx,8.2.1.3.35.2,8.2.1.3.35.2 Jac GP12.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,JAC,xlsx,67920,2025-07-28T15:15:11Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.3 Jac Defect tracking sheet.xlsx,8.2.1.3.35.3,8.2.1.3.35.3 Jac Defect tracking sheet.xlsx,DEFECT TRACKING,General/Customer-Specific,JAC,xlsx,72728,2025-08-25T20:24:29Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.1 MSSC assembly Inspection and Testing.xlsx,8.2.1.3.36.1,8.2.1.3.36.1 MSSC assembly Inspection and Testing.xlsx,LAB / CHEMISTRY,General/Customer-Specific,MSSC,xlsx,60937,2025-01-27T14:53:08Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.2 MSSC powderline offline Inspection and Testing.xlsx,8.2.1.3.36.2,8.2.1.3.36.2 MSSC powderline offline Inspection and Testing.xlsx,LAB / CHEMISTRY,Powder,MSSC,xlsx,61765,2025-12-17T12:41:18Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.3 MSSC Powderline Offline  Defect Tracking Sheet.xlsx,8.2.1.3.36.3,8.2.1.3.36.3 MSSC Powderline Offline  Defect Tracking Sheet.xlsx,DEFECT TRACKING,Powder,MSSC,xlsx,13130,2025-12-17T12:42:57Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.1 TAKUMI GP-12.xlsx,8.2.1.3.37.1,8.2.1.3.37.1 TAKUMI GP-12.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,Takumi,xlsx,24405,2025-04-16T15:19:10Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.2 TAKUMI E-Coat Inspection.xlsx,8.2.1.3.37.2,8.2.1.3.37.2 TAKUMI E-Coat Inspection.xlsx,LAB / CHEMISTRY,E-Coat,Takumi,xlsx,15245,2025-04-07T15:07:56Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.3 Takumi Kanban Tracker.xlsx,8.2.1.3.37.3,8.2.1.3.37.3 Takumi Kanban Tracker.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Takumi,xlsx,11431,2025-06-11T15:01:49Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.38 Ultrafit/8.2.1.3.38.1 Ultrafit Inspect and Test.xlsx,8.2.1.3.38.1,8.2.1.3.38.1 Ultrafit Inspect and Test.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Ultrafit,xlsx,62860,2025-08-22T12:11:03Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.38 Ultrafit/8.2.1.3.38.2 Ultrafit Run Report.xlsx,8.2.1.3.38.2,8.2.1.3.38.2 Ultrafit Run Report.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Ultrafit,xlsx,11702,2025-08-22T13:12:43Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.1 Brake Pedal and Cowel Inspection Record.xlsx,8.2.1.3.39.1,8.2.1.3.39.1 Brake Pedal and Cowel Inspection Record.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Toyotetsu,xlsx,64442,2025-09-16T17:38:15Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.2 GP-12 forms cowl & pedal.xlsx,8.2.1.3.39.2,8.2.1.3.39.2 GP-12 forms cowl & pedal.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,Toyotetsu,xlsx,786708,2026-02-09T19:14:52Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.3 Brake Pedal Inspection Report.xlsx,8.2.1.3.39.3,8.2.1.3.39.3 Brake Pedal Inspection Report.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Toyotetsu,xlsx,22404,2026-01-22T21:38:37Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.40 Accurate/8.2.1.3.40.1 Inspection & Testing Unload Accurate.xlsx,8.2.1.3.40.1,8.2.1.3.40.1 Inspection & Testing Unload Accurate.xlsx,LAB / CHEMISTRY,General/Customer-Specific,Accurate,xlsx,64509,2026-01-13T13:26:53Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.40 Accurate/8.2.1.3.40.2 Accurate Inspection defect tracking.xlsx,8.2.1.3.40.2,8.2.1.3.40.2 Accurate Inspection defect tracking.xlsx,DEFECT TRACKING,General/Customer-Specific,Accurate,xlsx,13005,2026-01-13T14:52:33Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.1 AGS GM3000 Test Record.xlsx,8.2.1.3.6.1,8.2.1.3.6.1 AGS GM3000 Test Record.xlsx,LAB / CHEMISTRY,General/Customer-Specific,AGS,xlsx,65475,2024-06-17T11:40:33Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.10 AGS Hino Bumper Returns RMA form for racks.xlsx,8.2.1.3.6.10,8.2.1.3.6.10 AGS Hino Bumper Returns RMA form for racks.xlsx,LAB / CHEMISTRY,General/Customer-Specific,AGS,xlsx,10711,2025-11-26T19:31:05Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.11 Inspection & Testing Unload Hino 3 pc Bumpers.xlsx,8.2.1.3.6.11,8.2.1.3.6.11 Inspection & Testing Unload Hino 3 pc Bumpers.xlsx,LAB / CHEMISTRY,General/Customer-Specific,AGS,xlsx,69574,2026-01-27T14:45:50Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.12 Hino 3 pc Bumpers Inspection defect tracking.xlsx,8.2.1.3.6.12,8.2.1.3.6.12 Hino 3 pc Bumpers Inspection defect tracking.xlsx,DEFECT TRACKING,General/Customer-Specific,AGS,xlsx,14372,2025-12-17T19:17:11Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.13 AGS 3 PC records/Boil test/01272026.jpeg,,01272026.jpeg,LAB / CHEMISTRY,General/Customer-Specific,AGS,jpeg,99141,2026-02-11T13:49:07Z,IMAGE_OCR_NOT_PERFORMED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.2 AGS Approach shield GP-12 form.xlsx,8.2.1.3.6.2,8.2.1.3.6.2 AGS Approach shield GP-12 form.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,AGS,xlsx,25955,2022-03-16T12:14:28Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.3 Inspection & Testing Unload Hino Bumpers.xlsx,8.2.1.3.6.3,8.2.1.3.6.3 Inspection & Testing Unload Hino Bumpers.xlsx,LAB / CHEMISTRY,General/Customer-Specific,AGS,xlsx,64761,2024-10-03T20:39:42Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.4 AGS Hino Run Report.xlsx,8.2.1.3.6.4,8.2.1.3.6.4 AGS Hino Run Report.xlsx,LAB / CHEMISTRY,General/Customer-Specific,AGS,xlsx,16017,2024-08-06T17:57:21Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.5 AGS E-COAT Only Test Report.xlsx,8.2.1.3.6.5,8.2.1.3.6.5 AGS E-COAT Only Test Report.xlsx,LAB / CHEMISTRY,E-Coat,AGS,xlsx,38042,2024-02-04T20:44:44Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.7 AGS Windsor GP-12 Form.xlsx,8.2.1.3.6.7,8.2.1.3.6.7 AGS Windsor GP-12 Form.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,AGS,xlsx,33440,2024-02-27T16:03:37Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.8 New Hino Bumpers Grid Template 1172024.xlsx,8.2.1.3.6.8,8.2.1.3.6.8 New Hino Bumpers Grid Template 1172024.xlsx,LAB / CHEMISTRY,General/Customer-Specific,AGS,xlsx,251432,2025-01-17T17:50:42Z,SHEETS_PARSED,No,UNKNOWN
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.9 Hino Bumpers Inspection GP12 data sheet 1162025.xlsx,8.2.1.3.6.9,8.2.1.3.6.9 Hino Bumpers Inspection GP12 data sheet 1162025.xlsx,GP-12 / CONTAINMENT,General/Customer-Specific,AGS,xlsx,13172,2025-01-23T19:33:17Z,SHEETS_PARSED,No,UNKNOWN
